                  0         1         2         3         4         5         6         7         8
010210200  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000
000002010  0.002965  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
001202010  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000 -0.100000  0.000000
101202210  0.000000  0.190000 -0.100000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000
121202211  0.000000  0.000000  0.000000  0.000000  0.095000 -0.100000  0.000000  0.000000  0.000000
200000001  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
210000201  0.000000 -0.100000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000  0.000000
120100002 -0.295664 -0.098720  0.000000 -0.100000  0.000000  0.000000  0.981752  0.062172 -0.022158
121120002 -0.100000  0.000000 -0.100000  0.000000 -0.100000 -0.100000  0.000000  0.038246 -0.100000
121121202 -0.091450 -0.100000 -0.100000 -0.181450 -0.100000  0.000000 -0.100000  0.135500  0.000000
102001002 -0.100000  0.000000 -0.190000  0.000000  0.000000 -0.100000  0.000000  0.000000 -0.100000
122001102  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000
122201112 -0.100000 -0.100000 -0.100000 -0.100000  0.050000 -0.100000 -0.100000 -0.190000 -0.100000
100200000 -0.154430  0.126486  0.000000 -0.467665  0.761977  0.003222  0.000036  0.002970  0.026962
000102102  0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000
002000010  0.000729  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000
002200011  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
002201211  0.000000  0.000000 -0.100000  0.000000  0.000000 -0.100000 -0.100000  0.000000 -0.100000
122201211  0.000000 -0.100000  0.000000  0.000000  0.135500 -0.100000  0.000000 -0.100000  0.000000
010000200  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
012001200  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
112201200  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000
112201212  0.000000 -0.100000  0.000000  0.000000  0.050000  0.000000  0.000000 -0.100000 -0.100000
100000122  0.000000  0.000000  0.000000  0.000000  0.000000  0.025495  0.000000  0.000000  0.000000
102010122  0.000000  0.000000  0.000000  0.100000  0.000000  0.000000  0.000000  0.000000  0.000000
000001002  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
010021002  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000405  0.000000  0.000000
010221102  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000 -0.100000  0.016245 -0.100000
012221112  0.204755 -0.100000 -0.100000 -0.100000 -0.190000 -0.100000 -0.185500 -0.100000  0.000000
000120000  0.000000  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.000000
100120002  0.000000  0.009000  0.000000 -0.017179 -0.105112  0.000000  0.998203  0.000000 -0.158845
102002001 -0.027762  0.000000 -0.067376  0.000000  0.999226  0.000000  0.000000  0.026780  0.000000
020010000  0.000000 -0.100000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.078460
022010001  0.521703  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
102200100 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
112220100  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.008550  0.000000
112220112  0.000000  0.000000  0.000000 -0.091450  0.000000  0.171950  0.000000  0.000000  0.000000
021000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
021000201  0.000000  0.000000  0.000000  0.000000  0.000000  0.100000  0.000000  0.000000  0.000000
021120201  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
221120211  0.000000  0.000000 -0.100000  0.000000  0.000000  0.095000 -0.100000 -0.100000 -0.185500
120000000 -0.224052 -0.316205  0.004905  0.011357  0.073394  0.000000  0.047601  0.000729  0.829676
120020100  0.000000  0.000000  0.000000  0.343900  0.000000  0.000000  0.000000  0.000000  0.000000
121022100  0.000000  0.000000  0.000000  0.343900  0.000000  0.000000  0.000000  0.000000 -0.100000
020000001  0.056076 -0.100000  0.000000  0.000000  0.036856  0.000000  0.000000  0.000000  0.000000
020000211  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
220100211  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000 -0.100000
121020000 -0.180482 -0.178424 -0.269264 -0.100000 -0.260070 -0.082049 -0.009264  0.172981 -0.100000
200001000  0.000000  0.000000  0.009000  0.000000  0.024390  0.000000  0.000000  0.000000  0.000000
210001200  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
010221000  0.000000 -0.100000  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000
010221120  0.000000 -0.100000  0.000000 -0.100000  0.000000 -0.100000 -0.100000  0.000000  0.000000
012221121  0.050000  0.000000  0.000000 -0.100000  0.000000  0.000000 -0.100000  0.000000  0.000000
000000012  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000
000021012  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
120021012  0.000000 -0.100000  0.000000  0.008550 -0.100000 -0.100000  0.000000 -0.100000  0.000000
120221112 -0.100000 -0.100000  0.095000 -0.100000 -0.100000 -0.100000 -0.100000  0.000000 -0.100000
102000012 -0.100000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000 -0.100000 -0.100000
122010012  0.000000 -0.100000 -0.100000  0.038921 -0.100000  0.000000  0.000000  0.000000 -0.100000
122110212  0.000000  0.000000  0.000000  0.000000 -0.091450  0.439212  0.000000 -0.100000  0.000000
000220011  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000 -0.190000  0.000000
020221011  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000 -0.100000  0.000000
122221011  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.135500  0.000000  0.000000
000010002  0.000000  0.000000  0.000000  0.017100  0.000000  0.000000  0.000000  0.000000 -0.190000
000210102  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.009000  0.000000
102210102 -0.100000  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000 -0.100000
102211122  0.000000  0.050000 -0.100000 -0.100000 -0.100000 -0.100000 -0.190000  0.000000  0.000000
020012010  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000 -0.100000  0.000000
020112210  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
221112210  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.095000
001000020  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.009000 -0.100000  0.000000
001120020  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000 -0.100000 -0.100000
001020000  0.089293  0.000000 -0.100000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000
021120000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
021122010  0.000000  0.000000  0.000000 -0.100000 -0.100000 -0.100000  0.000000  0.000000  0.000000
221122110  0.000000 -0.100000  0.000000 -0.100000 -0.100000 -0.100000 -0.100000 -0.190000  0.050000
002000100  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
002010120  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000
202011120  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
212011122  0.000000  0.000000  0.000000  0.095000 -0.100000 -0.190000  0.000000  0.000000  0.000000
100002000 -0.215662  0.844696  0.086986  0.009000  0.083301 -0.146260  0.051853  0.001044  0.035087
110002200 -0.159622 -0.067590  0.997261  0.000000  0.000000  0.000000 -0.100000  0.017100  0.009000
110022210 -0.100000 -0.100000  0.271000 -0.100000  0.000000 -0.100000 -0.100000 -0.100000 -0.100000
100000020 -0.120410  0.818297  0.029241  0.136246  0.000775  0.000729  0.015423 -0.192685  0.010945
112000020 -0.269461 -0.189245 -0.100000  0.000000  0.000365  0.000000  0.467515 -0.079311  0.000000
112200120  0.000000  0.000000  0.000000  0.000000  0.167767  0.000000 -0.097321  0.000000  0.000000
112210122 -0.190000 -0.174525 -0.100000 -0.100000 -0.084525  0.260852 -0.100000 -0.100000  0.000000
100200210  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
100220211 -0.100000 -0.100000 -0.190000 -0.100000 -0.100000 -0.137867 -0.100000 -0.100000 -0.100000
121220211 -0.062505 -0.164371 -0.100000  0.000000 -0.100000  0.424953  0.000000 -0.072434  0.000000
100201200  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.039051
100221201  0.000000  0.000000  0.271000 -0.100000 -0.100000 -0.100000  0.000000  0.000000 -0.091000
100202100 -0.100000  0.000000  0.000000 -0.100000  0.000000 -0.100000 -0.100000 -0.100000  0.000000
100202112  0.000000 -0.100000  0.000000 -0.100000 -0.100000 -0.100000 -0.100000 -0.190000  0.000000
020011200  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
020211201  0.100000 -0.100000  0.000000 -0.100000 -0.100000 -0.100000 -0.100000  0.000000  0.000000
000021000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
012021000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
112021002 -0.100000  0.000000 -0.100000  0.015476 -0.100000 -0.190000  0.000000  0.000000 -0.100000
112021122  0.000000  0.000000  0.000000  0.171950  0.000000  0.000000  0.000000  0.000000 -0.100000
020001000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
020001210  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000
020121210 -0.100000 -0.100000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000 -0.100000
120121212  0.000000  0.000000  0.050000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
001002000  0.017100  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000
001102002  0.000000  0.000000  0.000000 -0.190000  0.000000  0.000000  0.000000  0.000000 -0.100000
001122012  0.000000 -0.100000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000
100020000 -0.247863  0.133483  0.737143  0.186020 -0.143128  0.000000  0.000000  0.000000  0.048879
100020210  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
110020212 -0.100000  0.000000  0.190000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
202001010  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000
202011210  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
200021100  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
221021100  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.100000
102100020  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.468559  0.000000  0.000000
200100000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000
220100010  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
220110012 -0.100000 -0.100000  0.000000  0.000000 -0.100000  0.100000  0.000000  0.000000 -0.100000
000110202  0.000000  0.000000  0.000000  0.000000  0.000000  0.271000  0.000000  0.000000  0.000000
020010201  0.100000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000
002000001  0.000000  0.000000  0.000000  0.000000  0.025070  0.000000  0.000000  0.000000  0.000000
202010001  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.190000
202210011  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000
011000220  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
011021220  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
211121220 -0.100000 -0.100000 -0.100000 -0.100000  0.000000  0.000000  0.000000 -0.190000  0.050000
010002102  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000
010012122  0.000000  0.000000  0.100000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
001201020  0.000000  0.000000 -0.100000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000
021201120  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000 -0.100000  0.000000
121201122  0.000000  0.000000 -0.100000  0.000000  0.050000  0.000000 -0.100000 -0.100000  0.000000
012002010  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
112202010 -0.100000 -0.100000 -0.100000 -0.100000  0.000000  0.000000 -0.100000  0.000000  0.000000
212000100  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
212201100  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
212201121 -0.100000 -0.100000  0.000000  0.000000  0.050000 -0.100000  0.000000 -0.190000 -0.100000
210012000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
210012120  0.000000  0.000000  0.000000  0.000000 -0.100000 -0.100000  0.000000 -0.100000  0.000000
212012121  0.000000  0.000000  0.000000  0.050000  0.000000  0.000000  0.000000  0.000000  0.000000
100000212  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
110200212  0.000000  0.000000  0.190000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
012000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
012000120  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
012020121  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000 -0.100000 -0.100000 -0.100000
112022121 -0.190000 -0.100000 -0.141736  0.494014 -0.100000 -0.100000 -0.147617 -0.056908  0.000000
000000120  0.000840  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000
120010122  0.000000  0.000000  0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
200100210  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
210120210 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
101022000  0.000000  0.997535 -0.017179  0.000000 -0.013090 -0.116655  0.000000  0.000000  0.000000
101122002  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000
101122212 -0.100000  0.470925 -0.147907 -0.100000 -0.100000  0.000000 -0.190000 -0.166523 -0.100000
000100200  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
102100200  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000  0.000000  0.000000
000200001  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
000202011  0.009000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
000212001  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
002212101  0.190000  0.000000  0.000000 -0.100000 -0.100000  0.000000 -0.100000  0.000000 -0.100000
201102000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
221102010  0.000000 -0.100000 -0.100000  0.000000  0.004500  0.000000  0.000000 -0.100000  0.000000
001000200  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
221000211  0.000000 -0.100000 -0.100000  0.004500  0.000000  0.000000  0.000000 -0.100000  0.000000
020100210  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
120000210 -0.100000 -0.100000  0.000000  0.000000  0.052902  0.000000 -0.100000 -0.100000  0.000000
121002210  0.000000  0.000000 -0.100000  0.027566  0.000000  0.000000  0.000000  0.000000  0.000000
121212210 -0.100000 -0.100000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.050000
000202110  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
100012200 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
120112200  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000  0.000000
122112210 -0.100000 -0.100000 -0.100000  0.000000 -0.100000 -0.100000 -0.100000  0.000000  0.050000
000102000  0.000000  0.000000  0.000000 -0.100000  0.000000 -0.100000  0.000000  0.000000  0.000000
001102200  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000
001122201  0.000000  0.000000 -0.190000  0.000000 -0.100000 -0.100000  0.000000  0.000000 -0.100000
121122201 -0.100000 -0.087805  0.000000  0.000000  0.000000  0.000000 -0.185500  0.325661  0.000000
000010020  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000
000112020  0.000000  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.000000
200112021  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
212112021  0.000000 -0.100000  0.000000  0.000000 -0.100000 -0.100000  0.050000  0.000000  0.000000
000000021  0.006287  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000
120000021 -0.101478 -0.100000 -0.072900  0.000000  0.998203 -0.100000  0.000000 -0.122877  0.000000
120001221 -0.100000 -0.100000  0.190000 -0.100000  0.000000  0.000000 -0.100000  0.000000 -0.100000
001200000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
011220000  0.000000 -0.100000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000
011220012  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
011221212  0.050000 -0.100000 -0.100000 -0.100000 -0.100000 -0.100000 -0.100000 -0.100000 -0.100000
021002010  0.000000  0.000000 -0.190000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
121002012 -0.190000 -0.100000 -0.100000  0.030879  0.000000 -0.100000  0.000000 -0.100000 -0.100000
121102212  0.000000  0.000000  0.000000  0.000000  0.407349 -0.065295  0.000000  0.000000  0.000000
210120000  0.000000  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.000000
212120001 -0.100000 -0.100000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000 -0.100000
212121021  0.000000 -0.100000 -0.100000 -0.100000 -0.100000 -0.100000  0.050000 -0.100000 -0.100000
000210210  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
102000210 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000
210020100  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
212120100  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
212120121  0.000000  0.000000  0.000000  0.000000  0.000000  0.050000  0.000000  0.000000  0.000000
100102020  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.190000 -0.100000  0.000000
112102020  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000  0.000000  0.000000
002100000  0.000000  0.000000 -0.100000 -0.100000  0.000000  0.000000  0.000000  0.000000  0.000000
002110200  0.000000  0.000000  0.000000  0.000000  0.000000  0.190000 -0.100000  0.000000  0.000000
002000121  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
202001121  0.000000  0.000000  0.000000  0.000000  0.008550  0.000000  0.000000  0.000000  0.000000
212021121  0.000000 -0.100000 -0.100000  0.050000 -0.100000 -0.100000  0.000000 -0.100000  0.000000
010000020  0.265215  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000
010020120  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000
010021122  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000 -0.100000  0.000000  0.000000
011221122  0.095000 -0.100000 -0.100000  0.000000 -0.100000 -0.100000  0.000000 -0.100000  0.000000
102010200  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.000000  0.409510
